institution_name,institution_state,student_state,student_city,term_year,term_semester,total_inquiries,total_app_starts,total_app_submits,total_admits,total_deposits,total_net_deposits,total_enrolled
Central Washington University,WA,WA,Thornton,2024,Fall,1,1,1,1,1,0,1
Central Washington University,WA,OR,Fairview,2024,Fall,1,2,1,1,0,0,0
Central Washington University,WA,TX,Commerce,2025,Fall,1,1,1,0,0,0,0
Central Washington University,WA,CA,Vista,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Lyman,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Edwards,2024,Fall,1,1,0,0,0,0,0
Central Washington University,WA,Saint Michael,Saint Michael,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,VA,Fort Belvoir,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,UT,Mona,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Clovis,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,Odessa,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Uniontown,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,FL,Clearwater,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,VA,Ashburn,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OR,Annex,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MI,Troy,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,HI,Naalehu,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Littlerock,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AZ,Sun City,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WI,Menasha,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Auburn,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,PA,Fayetteville,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,American Cyn,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,GA,Thomasville,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,IL,Markham,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,FL,Saint Johns,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AZ,Litchfield Pk,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,NY,Watertown,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,NM,Santa Teresa,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MA,Ludlow,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Earlimart,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Foresthill,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,UT,Saratoga Spgs,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AK,Healy,2025,Fall,1,1,1,1,1,0,1
Central Washington University,WA,WA,Kittitas ,2024,Fall,1,1,1,1,1,1,1
Central Washington University,WA,GU,Dededo,2024,Fall,1,1,1,1,1,0,1
Central Washington University,WA,WA,Mountlake Ter,2024,Fall,1,9,7,6,1,1,1
Central Washington University,WA,WA,Usk,2024,Fall,1,1,1,1,0,0,0
Central Washington University,WA,TX,Lubbock,2026,Fall,1,1,0,0,0,0,0
Central Washington University,WA,OR,Columbia City,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,VA,Bumpass,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Prescott,2024,Fall,1,1,0,0,0,0,0
Central Washington University,WA,Gauteng,Pretoria,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AK,Meadow Lake,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WI,Mequon,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,UT,Big Water,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,ID,Richfield,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,NY,Tappan,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,ID,Gooding,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,NY,Astoria,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,GA,Norcross,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CO,Colorado Springs,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,GA,Grovetown,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,NM,Los Ranchos,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AZ,Tolleson,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,Nayarit,Tepic,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AR,Van Buren,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,Murphy,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,IL,Lockport,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,NJ,Newark,2026,Fall,1,1,1,1,1,1,1
Central Washington University,WA,AK,Unalakleet,2024,Fall,1,2,2,1,1,1,1
Central Washington University,WA,MT,Belgrade,2026,Fall,1,1,1,1,1,1,1
Central Washington University,WA,TX,Edinburg,2026,Fall,1,1,0,0,0,0,0
Central Washington University,WA,VA,Falls Church,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,IL,Waukegan,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,LA,Bossier City,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Salkum,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Address,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,GA,Macon,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OH,Blue Ash,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TN,Brentwood,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OR,Summerville,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OK,Chouteau,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,FL,Wimauma,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MN,Pierz,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,FL,Marianna,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Walnut Creek,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Tujunga,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,VA,Bowling Green,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,ND,Sawyer,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,NJ,Oaklyn,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,Brava,Nova Sintra,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MT,Shelby,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MD,Frederick,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,ID,Kimberly,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MS,Sardis,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,FL,Lady Lake,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,Sicily,Carlentini,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MT,Broadview,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Benicia,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,HI,Captain Cook,2024,Fall,1,3,2,2,1,1,1
Central Washington University,WA,MS,Olive Branch,2024,Fall,1,1,1,1,0,0,0
Central Washington University,WA,UT,Herriman,2025,Fall,1,1,1,1,0,0,0
Central Washington University,WA,CA,Napa,2024,Fall,1,1,1,1,0,0,0
Central Washington University,WA,FEDERAL CAPITAL TERRITORY.,Abuja,2024,Fall,1,1,1,0,0,0,0
Central Washington University,WA,TX,Humble,2024,Fall,1,1,0,0,0,0,0
Central Washington University,WA,TX,Garland,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Villa Park,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,N Bonneville,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,Nord-Pas-de-Calais,Tourcoing,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Republic,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,ND,Wahpeton,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WV,Inwood,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,National City,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,IL,Park Forest,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,BC,Delta,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,LA,Saint Bernard,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Alhambra,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,IA,Charles City,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Colusa,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AK,Homer,2025,Fall,1,1,1,1,0,0,0
Central Washington University,WA,WA,Greenbank,2024,Fall,1,1,1,1,0,0,0
Central Washington University,WA,CA,Folsom,2025,Fall,1,1,1,1,0,0,0
Central Washington University,WA,WI,Sun Prairie,2026,Fall,1,1,1,1,0,0,0
Central Washington University,WA,MO,Florissant,2025,Fall,1,1,1,0,0,0,0
Central Washington University,WA,WA,Naselle,2025,Fall,1,1,1,0,0,0,0
Central Washington University,WA,MT,Box Elder,2024,Fall,1,1,0,0,0,0,0
Central Washington University,WA,AZ,Scottsdale,2024,Fall,1,1,0,0,0,0,0
Central Washington University,WA,MS,Nesbit,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,HI,Kilauea,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,FL,Auburndale,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Marcus,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,GA,Hinesville,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,Hondo,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Reardan,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MT,Plains,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,Big Sandy,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MD,Hagerstown,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,NJ,Linden,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,UT,Santa Clara,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,UT,Newton,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Deer Harbor,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MT,Columbia Fals,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,NJ,West New York,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,VA,Pilot,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,Brackettville,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AR,Taylor,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Lake Balboa,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WI,Neenah,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MD,Takoma Park,2024,Fall,1,1,0,0,0,0,0
Central Washington University,WA,IL,Dekalb,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,Flower Mound,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,Frisco,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AE,APO,2026,Fall,1,3,3,3,1,1,0
Central Washington University,WA,MD,Bel Air,2026,Fall,1,1,1,1,0,0,0
Central Washington University,WA,AZ,Litchfield Park,2025,Fall,1,1,1,0,0,0,0
Central Washington University,WA,YUNUSOBOD,Toshkent,2024,Fall,1,1,1,0,0,0,0
Central Washington University,WA,CA,Rch Cucamonga,2024,Fall,1,2,1,1,0,0,0
Central Washington University,WA,MD,Lagos,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,PA,Sharpsville,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,Euless,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OR,McMinnville,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Watsonville,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,Edinburg,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OK,Thomas,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,Henderson,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AZ,New River,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,PA,Seven Valleys,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Ashford,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CO,Conifer,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Calexico,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Rowland Hghts,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,VT,Derby,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Dixie,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Pateros wa,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WY,Worland,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AK,Kodiak,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AL,Muscle Shoals,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Pls Vrds Est,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,HI,Paauilo,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MO,Kearney,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OR,Baker City,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,Bee Cave,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,NV,Wellington,2026,Fall,1,1,1,1,0,0,0
Central Washington University,WA,VA,Alexandria,2025,Fall,1,1,1,1,0,0,0
Central Washington University,WA,CA,San Francisco,2025,Fall,1,3,3,2,0,0,0
Central Washington University,WA,WA,Appleton,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,ND,Valley City,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MS,Lk Cormorant,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,South Hill,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,Jalisco,Zapopan,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OR,South Beach,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Ethel,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,Muscat,Muscat,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OR,Glendale,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Santee,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,Friendswood,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Heber,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,VA,Culpeper,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WI,Muskego,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WV,Charles Town,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Del Mar,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,BC,Vancouver,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,Kingsbury,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,ID,Saint Anthony,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,Terrell,2024,Fall,1,1,0,0,0,0,0
Central Washington University,WA,MO,Fair Grove,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,LA,New Orleans,2025,Fall,1,3,3,3,1,1,1
Central Washington University,WA,Taiwan,Taipei,2024,Fall,1,1,1,1,1,0,1
Central Washington University,WA,CA,Camarillo,2024,Fall,1,2,2,2,0,0,0
Central Washington University,WA,WA,Anderson Is,2026,Fall,1,1,1,1,0,0,0
Central Washington University,WA,MI,Ionia,2026,Fall,1,1,1,0,0,0,0
Central Washington University,WA,WA,Jblm Lewis Mcchord,2026,Fall,1,1,0,0,0,0,0
Central Washington University,WA,OR,Sublimity,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,FL,Webster,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,Punjab,Amritsar,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,FL,North Miami,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Littlerock,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,IL,Gurnee,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,IL,Palatine,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,UT,Tremonton,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,Hesse,Frankfurt am Main,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,ID,Chubbuck,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MT,West Yellowstone,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,FL,Weeki Wachee,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,IL,Lombard,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MI,Cedar Springs,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,NC,Waxhaw,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MA,Dorchester,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,Boerne,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OH,Canton,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,LA,Westwego,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,IL,Streamwood,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,PA,Mount Bethel,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Conway,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,Khyber Pakhtunkhwa,Abbottabad,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CO,Greeley,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Ione,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MA,Lowell,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AR,Romance,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Live Oak,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,GA,Canon,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TN,Johnson City,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Menifee,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TN,Drummonds,2024,Fall,1,1,1,1,1,1,1
Central Washington University,WA,MD,College Park,2026,Fall,1,2,2,1,0,0,0
Central Washington University,WA,CA,Maywood,2026,Fall,1,1,1,0,0,0,0
Central Washington University,WA,FL,Cape Coral,2024,Fall,1,1,1,1,0,0,0
Central Washington University,WA,VA,Lynchburg,2024,Fall,1,1,1,1,0,0,0
Central Washington University,WA,FL,Davenport,2026,Fall,1,2,1,0,0,0,0
Central Washington University,WA,WA,Wauconda,2024,Fall,1,1,0,0,0,0,0
Central Washington University,WA,OR,Culver,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,IL,Fairview Hts,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MI,Williamsburg,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TN,Jackson,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,ID,Dietrich,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,VA,Henrico,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,FL,Brooksville,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,NY,Corning,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,Haryana,Hisar,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,Tasmania,Bronte Park,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,HI,Kaunakakai,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OH,Springfield,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,Selangor,Shah Alam,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Rialto,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Medical,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OK,Norman,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,ND,Surrey,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,KY,Taylor Mill,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,SC,Blythewood,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,San Angelo,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,FL,Ft Lauderdale,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Neilton,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Santa Ynez,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,IL,Saint Charles,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Cupertino,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OR,Dallas,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,MO,Festus,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Temecula,2025,Fall,1,3,1,1,1,0,1
Central Washington University,WA,WA,Glenoma,2024,Fall,1,1,1,1,1,1,1
Central Washington University,WA,NH,Bedford,2024,Fall,1,1,1,1,0,0,0
Central Washington University,WA,WA,White Swan ,2025,Fall,1,1,1,1,0,0,0
Central Washington University,WA,WI,Janesville,2025,Fall,1,1,1,1,0,0,0
Central Washington University,WA,NY,Levittown,2024,Fall,1,1,1,1,0,0,0
Central Washington University,WA,WA,Nooksack,2024,Fall,1,1,1,1,0,0,0
Central Washington University,WA,TX,Temple,2026,Fall,1,1,1,1,0,0,0
Central Washington University,WA,ULAANBAATAR,Ulaanbaatar,2024,Fall,1,5,5,3,0,0,0
Central Washington University,WA,ID,Athol,2024,Fall,1,1,1,1,0,0,0
Central Washington University,WA,OH,Cincinnati,2024,Fall,1,2,2,2,0,0,0
Central Washington University,WA,WA,Clayton,2026,Fall,1,1,1,1,0,0,0
Central Washington University,WA,WA,Quuncy,2026,Fall,1,1,0,0,0,0,0
Central Washington University,WA,NM,Farmington,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,TX,La Porte,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,La Quinta,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,ME,York,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,SD,Milbank,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,WA,Joint Base Lewis McChord,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,KY,Paducah,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,NY,Albany,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,OK,Ardmore,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,Yangon,Yangon,2024,Fall,1,0,0,0,0,0,0
Central Washington University,WA,PA,Langhorne,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,CA,Twain Harte,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,UT,Roy,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,FL,Lakeland,2026,Fall,1,0,0,0,0,0,0
Central Washington University,WA,AR,Cabot,2025,Fall,1,0,0,0,0,0,0
Central Washington University,WA,Central Region,Cape Coast,2024,Fall,1,0,0,0,0,0,0
